address,housing_type,city,sqr_meter,nr_rooms,rent_month,final_price,sold_date,price_increase,price_sqr_m,land_area,other_srq,latitude,longitude,post_code,region
Prilyckegatan 53,Radhus,Göteborgs kommun,110.0,6.0,,4600000.0,2022-06-15,8.0,41818.0,379.9,25.0,57.78900605,11.985606450000002, 425 37,Kärra
Lenvädersgatan 19,Lägenhet,Göteborgs kommun,82.0,4.0,5243.0,1825000.0,2022-06-15,0.0,22256.0,0.0,0.0,57.7248487,11.8940513, 418 38,Svartedalen
Kastellgatan 17,Lägenhet,Göteborgs kommun,63.0,2.0,3371.0,5825000.0,2022-06-15,17.0,92460.0,0.0,0.0,57.6932069,11.9554828, 413 07,Olivedal
Raketgatan 5,Lägenhet,Göteborgs kommun,62.0,3.0,4924.0,3000000.0,2022-06-15,-9.0,48387.0,0.0,0.0,57.690858,11.9686321, 413 20,Guldheden
Saltholmsgatan 25,Lägenhet,Göteborgs kommun,71.0,3.0,4172.0,6375000.0,2022-06-14,1.0,89789.0,0.0,0.0,57.66686215,11.85305715, 426 76,Långedrag
Kastellgatan 8A,Lägenhet,Göteborgs kommun,64.0,2.0,2944.0,5100000.0,2022-06-14,11.0,79688.0,0.0,0.0,57.69493,11.9564322, 411 22,Olivedal
Kölvägen 20,Villa,Göteborgs kommun,110.0,4.0,,6000000.0,2022-06-14,-2.0,54545.0,359.6,9.0,57.7057987,11.7673306, 423 36,Hjuvik
Toleredsgatan 11,Lägenhet,Göteborgs kommun,54.5,2.0,4214.0,1795000.0,2022-06-14,0.0,32936.0,0.0,0.0,57.731933350000006,11.922475019042352, 417 27,Slättadamm
Margit Halls Gata 35,Lägenhet,Göteborgs kommun,81.0,3.0,4235.0,4025000.0,2022-06-14,3.0,49691.0,0.0,0.0,57.7339044,12.0335962, 415 28,Gamlestaden
Margit halls gata 33,Lägenhet,Göteborgs kommun,44.0,2.0,2996.0,2500000.0,2022-04-02,4.0,56818.0,0.0,,57.7339044,12.0335962, 415 28,Gamlestaden
Båtsmansdalsgatan 3,Radhus,Göteborgs kommun,113.0,5.0,,2840000.0,2022-06-14,3.0,25133.0,179.0,0.0,57.7744997,12.0229429, 424 32,Hjällbo
Båtsmansdalsgatan 52,Radhus,Göteborgs kommun,113.0,5.0,,2980000.0,2022-05-07,5.0,26372.0,0.0,0.0,57.7744997,12.0229429, 424 32,Hjällbo
Carl Gunérs väg 17,Villa,Göteborgs kommun,200.0,7.0,,10500000.0,2022-06-14,0.0,52500.0,715.5,40.0,57.63589935,11.937134699999994, 436 43,Askim
Saffransgatan 1A,Lägenhet,Göteborgs kommun,57.0,2.0,3415.0,1400000.0,2022-06-14,-3.0,24561.0,0.0,0.0,57.8101535,12.0295639, 424 44,Gårdstensberget
Byvädersgatan 6,Lägenhet,Göteborgs kommun,52.0,2.5,3175.0,1800000.0,2022-06-14,21.0,34615.0,0.0,0.0,57.72038605,11.888861559121793, 418 32,Norra Biskopsgården
Uddeholmsgatan 2,Lägenhet,Göteborgs kommun,78.7,3.0,4924.0,3820000.0,2022-06-14,10.0,48539.0,0.0,0.0,57.7249762,12.0396682, 416 75,Torpa
Uddeholmsgatan 10,Lägenhet,Göteborgs kommun,78.7,3.0,4924.0,3625000.0,2022-03-27,4.0,46061.0,0.0,,57.7249762,12.0396682, 416 75,Torpa
Nordostpassagen 29,Lägenhet,Göteborgs kommun,29.9,1.0,1592.0,2400000.0,2022-06-14,2.0,80268.0,0.0,0.0,57.6955352,11.9466338, 413 11,Masthugget
Nordostpassagen 29,Lägenhet,Göteborgs kommun,78.0,3.0,3276.0,3620000.0,2022-03-24,1.0,46410.0,0.0,,57.6955352,11.9466338, 413 11,Masthugget
Storhöjdsgatan 12,Lägenhet,Göteborgs kommun,54.0,2.0,2890.0,2930000.0,2022-06-14,8.0,54259.0,0.0,0.0,57.7195742,12.015003, 416 71,Bagaregården
Storhöjdsgatan 12,Lägenhet,Göteborgs kommun,42.9,2.0,2281.0,2580000.0,2022-04-07,3.0,60140.0,0.0,,57.7195742,12.015003, 416 71,Bagaregården
Storhöjdsgatan 12,Lägenhet,Göteborgs kommun,54.0,2.0,2890.0,3150000.0,2022-04-06,15.0,58333.0,0.0,,57.7195742,12.015003, 416 71,Bagaregården
Briljantgatan 78,Lägenhet,Göteborgs kommun,70.0,3.0,3723.0,2220000.0,2022-06-14,6.0,31714.0,0.0,0.0,57.6465212,11.9074581, 421 48,Ängås
Briljantgatan 78,Lägenhet,Göteborgs kommun,70.0,3.0,3723.0,1950000.0,2022-03-29,3.0,27857.0,0.0,,57.6465212,11.9074581, 421 48,Ängås
Sösbacken 68,Radhus,Göteborgs kommun,118.0,6.0,,5980000.0,2022-06-14,1.0,50678.0,86.0,30.0,57.5948025,11.9400179, 427 36,Billdal
Sösbacken 67,Radhus,Göteborgs kommun,118.0,5.0,,7175000.0,2022-03-22,15.0,60805.0,0.0,30.0,57.5948025,11.9400179, 427 36,Billdal
Akkas gata 28,Lägenhet,Göteborgs kommun,74.3,3.0,5150.0,1900000.0,2022-06-13,0.0,25572.0,0.0,0.0,57.753806,11.9839019, 422 48,Skälltorp
Fornborgsgatan 52,Radhus,Göteborgs kommun,123.0,4.0,,5450000.0,2022-06-13,-1.0,44309.0,238.0,0.0,57.7311293,11.7755855, 423 74,Nolered
Fornborgsgatan 47,Lägenhet,Göteborgs kommun,67.0,2.5,3813.0,2850000.0,2022-04-28,6.0,42537.0,0.0,,57.7311293,11.7755855, 423 74,Nolered
Fornborgsgatan 2,Radhus,Göteborgs kommun,122.0,4.0,,6400000.0,2022-03-31,,52459.0,0.0,0.0,57.7311293,11.7755855, 423 74,Nolered
Fornborgsgatan 45,Lägenhet,Göteborgs kommun,76.4,3.0,4251.0,3200000.0,2022-03-18,7.0,41885.0,0.0,,57.7311293,11.7755855, 423 74,Nolered
Orrebacksgatan 29A,Villa,Göteborgs kommun,120.0,4.0,,5400000.0,2022-06-13,-6.0,45000.0,839.7,87.0,57.7371313,12.0456513, 415 06,Utby
Orrebacksgatan 14,Lägenhet,Göteborgs kommun,62.0,3.0,4300.0,3310000.0,2022-05-13,12.0,53387.0,0.0,0.0,57.7371313,12.0456513, 415 06,Utby
Orrebacksgatan 1,Villa,Göteborgs kommun,290.0,10.0,,10230000.0,2022-03-17,10.0,35276.0,0.0,102.0,57.7371313,12.0456513, 415 06,Utby
Båtsman rems gata 8,Villa,Göteborgs kommun,82.0,3.0,,3775000.0,2022-06-13,-1.0,46037.0,320.6,0.0,57.7579971,11.9662488, 422 57,Skälltorp
Nordenskiöldsgatan 25B,Lägenhet,Göteborgs kommun,43.0,2.0,1761.0,2500000.0,2022-06-13,0.0,58140.0,0.0,0.0,57.692914,11.9490572, 413 09,Olivedal
Glöstorps Röseväg 10,Lägenhet,Göteborgs kommun,84.0,3.0,4422.0,3125000.0,2022-06-13,-2.0,37202.0,0.0,0.0,57.7531163,11.9172044795229, 417 44,Tuve
Glöstorps Röseväg 10,Lägenhet,Göteborgs kommun,85.0,4.0,4572.0,3625000.0,2022-03-01,,42647.0,0.0,,57.7531163,11.9172044795229, 417 44,Tuve
Ålandsgatan 4,Lägenhet,Göteborgs kommun,85.0,3.0,4426.0,6000000.0,2022-06-13,1.0,70588.0,0.0,0.0,57.6930352,11.977570805087831, 411 32,Johanneberg
Ålandsgatan 4,Lägenhet,Göteborgs kommun,109.0,4.0,5674.0,7000000.0,2022-05-20,0.0,64220.0,0.0,0.0,57.6930352,11.977570805087831, 411 32,Johanneberg
Krattskogsvägen 53,Radhus,Göteborgs kommun,130.0,5.0,,5950000.0,2022-06-13,8.0,45769.0,347.0,7.0,57.8123862,11.9772394, 425 65,Kärra
Krattskogsvägen 4,Villa,Göteborgs kommun,161.0,7.0,,7200000.0,2022-05-10,15.0,44720.0,573.1,13.0,57.8123862,11.9772394, 425 65,Kärra
Kransen 4G,Lägenhet,Göteborgs kommun,39.0,1.0,2590.0,2220000.0,2022-06-13,2.0,56923.0,0.0,0.0,57.7217385,12.0188226, 416 72,Bagaregården
Doktor Forselius Gata 10,Lägenhet,Göteborgs kommun,81.5,4.0,5129.0,3750000.0,2022-06-13,3.0,46012.0,0.0,0.0,57.6810308,11.9800472, 413 26,Guldheden
Doktor Forselius gata 10,Lägenhet,Göteborgs kommun,120.0,6.0,7510.0,6450000.0,2022-03-22,,53750.0,0.0,,57.6810308,11.9800472, 413 26,Guldheden
Doktor Forselius gata 36,Lägenhet,Göteborgs kommun,81.5,4.0,5179.0,3425000.0,2022-06-13,4.0,42025.0,0.0,0.0,57.6793311,11.9827846, 413 26,Guldheden
Doktor Forselius Gata 36,Lägenhet,Göteborgs kommun,81.5,4.0,5210.0,4200000.0,2022-03-24,0.0,51534.0,0.0,,57.6793311,11.9827846, 413 26,Guldheden
Maratongången 26,Radhus,Göteborgs kommun,128.0,5.0,6622.0,2910000.0,2022-06-13,8.0,22734.0,0.0,0.0,57.7215732,11.8882212, 418 32,Norra Biskopsgården
Rävstigen 10,Villa,Göteborgs kommun,199.0,7.0,,13000000.0,2022-06-13,0.0,65327.0,967.0,161.0,57.6064736,11.943343342912613, 436 55,Billdal
Hinsholmsgatan 14,Villa,Göteborgs kommun,159.0,6.0,,11000000.0,2022-06-13,-8.0,69182.0,504.0,75.0,57.66678765,11.858828829281997, 426 79,Fiskebäck
Skäpplandsgatan 17,Lägenhet,Göteborgs kommun,69.0,2.0,3814.0,2500000.0,2022-06-12,-9.0,36232.0,0.0,0.0,57.6751737,11.9334942, 414 79,Högsbotorp
Högtrycksgatan 10,Lägenhet,Göteborgs kommun,63.7,2.0,3371.0,1150000.0,2022-06-12,5.0,18053.0,0.0,0.0,57.7356008,11.8916622, 418 42,Länsmansgården
Lakegatan 19,Villa,Göteborgs kommun,197.0,7.0,,9975000.0,2022-06-12,0.0,50635.0,742.5,0.0,57.647361200000006,11.862365332200156, 421 57,Fiskebäck
Klättervägen 6,Villa,Göteborgs kommun,75.0,4.0,,5000000.0,2022-06-12,1.0,66667.0,759.5,35.0,57.7233639,11.910990900000002, 418 73,Jättesten
Träringen 30,Lägenhet,Göteborgs kommun,53.0,2.0,3698.0,2225000.0,2022-06-11,-11.0,41981.0,0.0,0.0,57.7137227,12.0546744, 416 79,Björkekärr
Vintervädersgatan 19,Lägenhet,Göteborgs kommun,73.0,3.0,3869.0,1650000.0,2022-06-11,0.0,22603.0,0.0,0.0,57.7248267,11.8956815, 418 38,Svartedalen
Häradsdomarevägen 64,Radhus,Göteborgs kommun,143.0,5.0,,5325000.0,2022-06-11,7.0,37238.0,199.1,76.0,57.7376122,11.9835355, 422 58,Backa
Häradsdomarevägen 38,Radhus,Göteborgs kommun,143.0,6.0,,4925000.0,2022-03-22,3.0,34441.0,0.0,76.0,57.7376122,11.9835355, 422 58,Backa
Lilla torps allé 17B,Lägenhet,Göteborgs kommun,55.0,2.0,3465.0,3600000.0,2022-06-11,13.0,65455.0,0.0,0.0,57.701217,12.0212392, 412 49,Kärralund
Liedstrandsgatan 1B,Lägenhet,Göteborgs kommun,31.0,1.0,1700.0,2375000.0,2022-06-11,6.0,76613.0,0.0,0.0,57.7111959,12.0081256, 416 59,Lunden
Kapplandsgatan 94,Lägenhet,Göteborgs kommun,66.0,3.0,3821.0,2800000.0,2022-06-11,4.0,42424.0,0.0,0.0,57.6697612,11.932955, 414 79,Högsbotorp
Skogaberg 79,Villa,Göteborgs kommun,98.0,4.0,,5430000.0,2022-06-11,1.0,55408.0,385.7,0.0,57.74665795,11.960143966504631, 422 49,Skogome
Räntmästaregatan 21F,Lägenhet,Göteborgs kommun,51.0,2.0,3368.0,3100000.0,2022-06-10,4.0,60784.0,0.0,0.0,57.7123953,12.0122581, 416 57,Lunden
Ensmärkesvägen 11,Villa,Göteborgs kommun,163.0,5.0,,9020000.0,2022-06-10,0.0,55337.0,931.0,0.0,57.7021239,11.7456615, 423 39,Hjuvik
Teleskopgatan 10,Lägenhet,Göteborgs kommun,53.0,2.0,3732.0,1350000.0,2022-06-10,23.0,25472.0,0.0,0.0,57.7614749,12.061216206683472, 415 57,Västra Bergsjön
Teleskopgatan 10,Lägenhet,Göteborgs kommun,63.0,2.0,4207.0,1085000.0,2022-06-06,9.0,17222.0,0.0,0.0,57.7614749,12.061216206683472, 415 57,Västra Bergsjön
Teleskopgatan 10,Lägenhet,Göteborgs kommun,78.5,3.0,4850.0,1135000.0,2022-05-16,-5.0,14459.0,0.0,0.0,57.7614749,12.061216206683472, 415 57,Västra Bergsjön
Lilleby skolväg 2,Villa,Göteborgs kommun,195.0,6.0,,9500000.0,2022-06-10,2.0,48718.0,911.1,0.0,57.7383517,11.7952054, 423 53,Björlanda
Lindholmsallén 53,Lägenhet,Göteborgs kommun,85.2,4.0,5414.0,5000000.0,2022-06-10,-6.0,58685.0,0.0,0.0,57.7081069,11.9364646, 417 53,Lindholmen
Lindholmsallén 53,Lägenhet,Göteborgs kommun,52.5,2.0,3219.0,2870000.0,2022-05-11,3.0,54667.0,0.0,0.0,57.7081069,11.9364646, 417 53,Lindholmen
Lindholmsallén 53,Lägenhet,Göteborgs kommun,52.2,2.0,3379.0,3300000.0,2022-03-31,18.0,63218.0,0.0,,57.7081069,11.9364646, 417 53,Lindholmen
Lindholmsallén 53,Lägenhet,Göteborgs kommun,52.2,2.0,3379.0,3150000.0,2022-02-04,,60345.0,0.0,,57.7081069,11.9364646, 417 53,Lindholmen
Bergtungegatan 9,Villa,Göteborgs kommun,193.0,9.0,,9675000.0,2022-06-10,-7.0,50130.0,898.0,31.0,57.65623235,11.8598103, 426 79,Fiskebäck
Margretelundsgatan 13A,Villa,Göteborgs kommun,166.0,7.0,,13300000.0,2022-06-10,2.0,80120.0,424.0,66.0,57.69564785,12.00288215, 412 66,Skår
Nickes väg 44,Lägenhet,Göteborgs kommun,106.5,4.0,6847.0,4100000.0,2022-06-10,6.0,38498.0,0.0,0.0,57.732296,11.7794578, 423 49,Nolered
Nickes väg 100,Radhus,Göteborgs kommun,78.1,3.0,5677.0,3400000.0,2022-03-28,,43534.0,0.0,0.0,57.732296,11.7794578, 423 49,Nolered
Birkagatan 24A,Lägenhet,Göteborgs kommun,148.0,5.0,6217.0,7900000.0,2022-06-10,-7.0,53378.0,0.0,0.0,57.7044136,12.0234468, 416 54,Kärralund
Övre Husargatan 27,Lägenhet,Göteborgs kommun,100.0,3.0,5548.0,6950000.0,2022-06-10,2.0,69500.0,0.0,0.0,57.6914072,11.9538698, 413 14,Olivedal
Övre Husargatan 27,Lägenhet,Göteborgs kommun,100.0,3.0,5548.0,8350000.0,2022-03-29,11.0,83500.0,0.0,,57.6914072,11.9538698, 413 14,Olivedal
Janneliden 22,Villa,Göteborgs kommun,108.0,4.0,5554.0,4300000.0,2022-06-10,8.0,39815.0,0.0,0.0,57.8062254,11.9811065, 425 65,Kärra
Sörhallstorget 29,Lägenhet,Göteborgs kommun,55.0,2.0,3018.0,3000000.0,2022-06-10,11.0,54545.0,0.0,0.0,57.7022579,11.9203475, 417 63,Eriksberg
Engdahlsgatan 2,Lägenhet,Göteborgs kommun,57.0,3.0,3282.0,3300000.0,2022-06-10,12.0,57895.0,0.0,0.0,57.687269,11.9819829, 412 59,Johanneberg
Spaldingsgatan 9,Lägenhet,Göteborgs kommun,58.0,2.0,2779.0,3700000.0,2022-06-10,,63793.0,0.0,0.0,57.6885086,11.9831363, 412 59,Johanneberg
Spaldingsgatan 9,Lägenhet,Göteborgs kommun,70.0,3.0,3241.0,5350000.0,2022-04-13,,76429.0,0.0,,57.6885086,11.9831363, 412 59,Johanneberg
Spaldingsgatan 9,Lägenhet,Göteborgs kommun,58.0,2.0,2743.0,3500000.0,2022-03-31,17.0,60345.0,0.0,,57.6885086,11.9831363, 412 59,Johanneberg
Hammarkroken 140,Radhus,Göteborgs kommun,116.0,5.0,,2900000.0,2022-06-10,16.0,25000.0,269.0,0.0,57.7784483,12.0438377, 424 37,Hammarkullen
Solhagagatan 46,Lägenhet,Göteborgs kommun,92.6,4.0,6668.0,3000000.0,2022-06-10,0.0,32397.0,0.0,0.0,57.795279,11.9960151, 425 31,Kärra
Raketgatan 10,Lägenhet,Göteborgs kommun,59.0,2.0,4642.0,3225000.0,2022-06-10,2.0,54661.0,0.0,0.0,57.6911757,11.9647982, 413 20,Guldheden
Raketgatan 10,Lägenhet,Göteborgs kommun,59.0,2.0,4530.0,3400000.0,2022-04-21,8.0,57627.0,0.0,,57.6911757,11.9647982, 413 20,Guldheden
Raketgatan 10,Lägenhet,Göteborgs kommun,78.0,4.0,5828.0,5690000.0,2022-04-01,15.0,72949.0,0.0,,57.6911757,11.9647982, 413 20,Guldheden
Solrosgatan 23B,Lägenhet,Göteborgs kommun,72.0,3.0,3916.0,4575000.0,2022-06-10,16.0,63542.0,0.0,0.0,57.7163063,12.0300615, 416 53,Kålltorp
Karl Gustavsgatan 13,Lägenhet,Göteborgs kommun,49.0,2.0,3073.0,3800000.0,2022-06-10,1.0,77551.0,0.0,0.0,57.6985412,11.9668225, 411 24,Vasastaden
Linnégatan 9,Lägenhet,Göteborgs kommun,75.0,2.5,0.0,6550000.0,2022-06-10,14.0,87333.0,0.0,0.0,57.6978194,11.9510337, 413 03,Olivedal
Sandhamnsgatan 31,Radhus,Göteborgs kommun,120.0,5.0,,5530000.0,2022-06-09,-2.0,46083.0,155.1,0.0,57.6259889,11.9034035, 421 66,Näset
Gamlestadstorget 18,Lägenhet,Göteborgs kommun,57.0,2.0,4076.0,2250000.0,2022-06-09,3.0,39474.0,0.0,0.0,57.7301845,12.0086009, 415 03,Gamlestaden
Solarvsplan 1,Lägenhet,Göteborgs kommun,61.1,2.0,3310.0,2250000.0,2022-06-09,-4.0,36825.0,0.0,0.0,57.6329695,11.9359432, 436 43,Askim
Solarvsplan 1,Lägenhet,Göteborgs kommun,75.6,3.0,4141.0,2900000.0,2022-02-09,8.0,38360.0,0.0,,57.6329695,11.9359432, 436 43,Askim
Olivedalsgatan 19,Lägenhet,Göteborgs kommun,183.0,5.0,7676.0,12400000.0,2022-06-09,4.0,67760.0,0.0,0.0,57.6920197,11.9507944, 413 10,Olivedal
Fiolgatan 10,Lägenhet,Göteborgs kommun,57.4,2.0,4098.0,2150000.0,2022-06-09,8.0,37456.0,0.0,0.0,57.6597082,11.9125756, 421 41,Ruddalen
Fiolgatan 10,Lägenhet,Göteborgs kommun,55.5,2.0,4034.0,2250000.0,2022-04-19,13.0,40541.0,0.0,,57.6597082,11.9125756, 421 41,Ruddalen
Fiolgatan 10,Lägenhet,Göteborgs kommun,69.0,3.0,4890.0,2750000.0,2022-04-11,10.0,39855.0,0.0,,57.6597082,11.9125756, 421 41,Ruddalen
Gisslefjällsvägen 11,Villa,Göteborgs kommun,163.0,5.0,,6300000.0,2022-06-09,10.0,38650.0,1113.0,30.0,57.7425503,11.908527275577102, 417 29,Kärrdalen
Fabriksgatan 33,Lägenhet,Göteborgs kommun,58.0,2.0,5992.0,1400000.0,2022-06-09,-7.0,24138.0,0.0,0.0,57.7009257,11.9936782, 412 51,Heden
Skogsmilsgatan 35,Lägenhet,Göteborgs kommun,88.0,4.0,5442.0,3295000.0,2022-06-09,0.0,37443.0,0.0,0.0,57.666185,11.9265236, 414 80,Kaverös
Klintens väg 5,Villa,Göteborgs kommun,177.0,7.0,,11510000.0,2022-06-09,0.0,65028.0,662.0,66.0,57.6832981,11.929874999999996, 414 68,Kungsladugård
Doktor Hjorts gata 1A,Lägenhet,Göteborgs kommun,30.0,1.0,2056.0,2210000.0,2022-06-09,17.0,73667.0,0.0,0.0,57.6832922,11.9738579, 413 23,Guldheden
Segelflyget ,Lägenhet,Göteborgs kommun,80.0,3.0,4297.0,3950000.0,2022-06-09,,49375.0,0.0,0.0,57.7105703,11.7768343, 423 37,Nolered
Karduansmakaregatan 4,Radhus,Göteborgs kommun,98.0,4.0,,5150000.0,2022-06-09,-2.0,52551.0,277.0,53.0,57.7413251,12.0715016, 415 07,Utby
Silvertärnegången 34,Villa,Göteborgs kommun,145.0,5.0,,7800000.0,2022-06-09,5.0,53793.0,157.0,30.0,57.6728124,11.8869914, 426 69,Hagen
Mungårdsgatan 36,Radhus,Göteborgs kommun,107.0,4.0,,5750000.0,2022-06-09,-3.0,53738.0,200.0,10.0,57.658232,11.8763682, 426 54,Fiskebäck
Badvädersgatan 19,Lägenhet,Göteborgs kommun,66.9,3.0,4381.0,1780000.0,2022-06-09,6.0,26607.0,0.0,0.0,57.7271638,11.8980143, 418 38,Svartedalen
Badvädersgatan 19,Lägenhet,Göteborgs kommun,53.6,2.0,3675.0,1325000.0,2022-04-29,11.0,24720.0,0.0,,57.7271638,11.8980143, 418 38,Svartedalen
Badvädersgatan 19,Lägenhet,Göteborgs kommun,66.9,3.0,4339.0,1770000.0,2022-03-15,-2.0,26457.0,0.0,,57.7271638,11.8980143, 418 38,Svartedalen
Skrinnarvägen 73,Villa,Göteborgs kommun,150.0,5.0,,10300000.0,2022-06-09,-2.0,68667.0,466.0,0.0,57.62662435,11.95553285, 436 40,Hovås
Träringen 8,Lägenhet,Göteborgs kommun,64.0,3.0,4294.0,2910000.0,2022-06-09,16.0,45469.0,0.0,0.0,57.7150309,12.0541339, 416 79,Björkekärr
Östra Midvintersgatan 16,Lägenhet,Göteborgs kommun,54.0,2.0,3665.0,1515000.0,2022-06-09,12.0,28056.0,0.0,0.0,57.75763515,12.031538796217864, 415 43,Norra Kortedala
Östra Midvintersgatan 16,Lägenhet,Göteborgs kommun,54.0,2.0,3665.0,1575000.0,2022-03-18,5.0,29167.0,0.0,,57.75763515,12.031538796217864, 415 43,Norra Kortedala
Östra Midvintersgatan 16,Lägenhet,Göteborgs kommun,54.0,2.5,3665.0,1600000.0,2022-02-28,-3.0,29630.0,0.0,,57.75763515,12.031538796217864, 415 43,Norra Kortedala
Östra Midvintersgatan 16,Lägenhet,Göteborgs kommun,61.0,3.0,4052.0,1750000.0,2022-02-24,4.0,28689.0,0.0,,57.75763515,12.031538796217864, 415 43,Norra Kortedala
Kavaljersgatan 16,Lägenhet,Göteborgs kommun,74.3,3.0,5360.0,2150000.0,2022-06-09,16.0,28937.0,0.0,0.0,57.7559741,11.9837927, 422 59,Skälltorp
Storhöjdsgatan 9,Lägenhet,Göteborgs kommun,49.0,2.0,3695.0,2500000.0,2022-06-09,,51020.0,0.0,0.0,57.7197304,12.0165067, 416 71,Bagaregården
Storhöjdsgatan 9,Lägenhet,Göteborgs kommun,49.0,2.0,3886.0,2750000.0,2022-03-16,17.0,56122.0,0.0,,57.7197304,12.0165067, 416 71,Bagaregården
Eklandagatan 54D,Lägenhet,Göteborgs kommun,45.0,2.0,2914.0,3285000.0,2022-06-09,13.0,73000.0,0.0,0.0,57.689576,11.9888244, 412 81,Krokslätt
Nordhemsgatan 63,Lägenhet,Göteborgs kommun,84.0,3.0,3509.0,6000000.0,2022-06-09,2.0,71429.0,0.0,0.0,57.6935068,11.9503807, 413 09,Olivedal
Söndagsgatan 39,Lägenhet,Göteborgs kommun,54.0,2.0,3677.0,1630000.0,2022-06-08,0.0,30185.0,0.0,0.0,57.7578056,12.0330241, 415 43,Norra Kortedala
Virginsgatan 36,Lägenhet,Göteborgs kommun,52.0,2.0,2539.0,4000000.0,2022-06-08,0.0,76923.0,0.0,0.0,57.7110325,12.0284052, 416 54,Kålltorp
Virginsgatan 34,Lägenhet,Göteborgs kommun,52.0,2.0,2539.0,3750000.0,2022-05-30,14.0,72115.0,0.0,0.0,57.7110325,12.0284052, 416 54,Kålltorp
Virginsgatan 28A,Lägenhet,Göteborgs kommun,75.0,3.0,4025.0,4000000.0,2022-03-21,16.0,53333.0,0.0,,57.7110325,12.0284052, 416 54,Kålltorp
Virginsgatan 34,Lägenhet,Göteborgs kommun,91.0,4.0,4475.0,6700000.0,2022-03-18,3.0,73626.0,0.0,,57.7110325,12.0284052, 416 54,Kålltorp
Virginsgatan 30,Lägenhet,Göteborgs kommun,101.0,5.0,4971.0,6600000.0,2022-03-09,2.0,65347.0,0.0,,57.7110325,12.0284052, 416 54,Kålltorp
Virginsgatan 28B,Lägenhet,Göteborgs kommun,81.0,3.0,4238.0,4800000.0,2022-02-16,,59259.0,0.0,,57.7110325,12.0284052, 416 54,Kålltorp
Cederflychts Gata 9,Lägenhet,Göteborgs kommun,66.1,2.0,4665.0,1600000.0,2022-06-08,,24206.0,0.0,0.0,57.75257805,11.988264629884398, 422 48,Skälltorp
Cederflychts gata 9,Lägenhet,Göteborgs kommun,66.1,2.0,4518.0,1580000.0,2022-04-28,2.0,23903.0,0.0,,57.75257805,11.988264629884398, 422 48,Skälltorp
Cederflychts gata 9,Lägenhet,Göteborgs kommun,93.4,4.0,6552.0,2300000.0,2022-04-06,10.0,24625.0,0.0,,57.75257805,11.988264629884398, 422 48,Skälltorp
Blåsutgatan 1,Lägenhet,Göteborgs kommun,64.2,2.0,4587.0,2775000.0,2022-06-08,5.0,43224.0,0.0,0.0,57.6926321,11.922288, 414 54,Majorna
Blåsutgatan 1,Lägenhet,Göteborgs kommun,82.4,3.0,5577.0,5250000.0,2022-03-01,40.0,63714.0,0.0,,57.6926321,11.922288, 414 54,Majorna
Badviksvägen 77,Villa,Göteborgs kommun,62.0,3.0,,5500000.0,2022-06-08,,88710.0,1410.0,0.0,57.7831685,12.103065, 424 57,Gunnilse
Södergrensgatan 6,Villa,Göteborgs kommun,198.0,6.0,,10400000.0,2022-06-08,-5.0,52525.0,833.0,22.0,57.6795837,11.9997795, 412 65,Krokslätt
Andra Långgatan 26,Lägenhet,Göteborgs kommun,49.0,2.0,2326.0,2995000.0,2022-06-08,0.0,61122.0,0.0,0.0,57.698832,11.946252, 413 27,Masthugget
Andra Långgatan 26,Lägenhet,Göteborgs kommun,78.0,3.0,3436.0,4250000.0,2022-05-22,0.0,54487.0,0.0,0.0,57.698832,11.946252, 413 27,Masthugget
Nordhemsgatan 62,Lägenhet,Göteborgs kommun,58.0,2.0,2630.0,4850000.0,2022-06-08,2.0,83621.0,0.0,0.0,57.6941989,11.950734, 413 09,Olivedal
Önskevädersgatan 51,Lägenhet,Göteborgs kommun,75.4,3.0,4286.0,1650000.0,2022-06-08,-3.0,21883.0,0.0,0.0,57.7227728,11.8955272, 418 38,Jättesten
Spinnspövägen 27,Villa,Göteborgs kommun,178.0,6.0,,9370000.0,2022-06-08,,52640.0,1179.3,13.0,57.7107794,11.7405361, 423 39,Hjuvik
Maratongången 24,Radhus,Göteborgs kommun,92.0,4.0,5105.0,2850000.0,2022-06-08,12.0,30978.0,0.0,0.0,57.7214758,11.8880549, 418 32,Norra Biskopsgården
Nordostpassagen 14,Lägenhet,Göteborgs kommun,30.0,1.0,2174.0,2400000.0,2022-06-08,5.0,80000.0,0.0,0.0,57.6949465,11.9477088, 413 11,Masthugget
Nordostpassagen 14,Lägenhet,Göteborgs kommun,39.0,1.5,2523.0,2850000.0,2022-04-14,6.0,73077.0,0.0,,57.6949465,11.9477088, 413 11,Masthugget
Diktaregatan 4,Villa,Göteborgs kommun,190.0,6.0,,13250000.0,2022-06-08,-5.0,69737.0,614.0,58.0,57.6764569,11.908263748400412, 426 68,Grimmered
Arbogagatan 42,Villa,Göteborgs kommun,102.0,5.0,,5900000.0,2022-06-08,8.0,57843.0,491.0,81.0,57.72005795,11.908780508594536, 400 72,Jättesten
Björnekärrsgatan 6E,Lägenhet,Göteborgs kommun,79.0,3.0,4225.0,2775000.0,2022-06-08,3.0,35127.0,0.0,0.0,57.7329821,12.0196953, 415 05,Gamlestaden
Brunnehagen 53,Lägenhet,Göteborgs kommun,80.0,3.0,5135.0,2310000.0,2022-06-08,6.0,28875.0,0.0,0.0,57.7488826,11.9245106, 417 47,Tuve
